customer_id,customer_name,city,state,joining_date,is_active
5423,Veer Balasubramanian,Nizamabad,Telangana,2023-08-24,True
5424,Tara Tandon,Kolkata,Telangana,2024-09-25,True
5425,Lakshit Grewal,Durgapur,Telangana,2023-09-28,True
5426,Nitara Bail,Jorhat,Tamil Nadu,2024-12-28,True
5427,Mohanlal Kadakia,Aurangabad,Delhi,2024-03-14,True
5428,Anaya Sur,Phusro,Rajasthan,2024-12-30,False
5429,Yakshit Sangha,Jalna,Delhi,2024-10-31,False
5430,Biju Mane,Davanagere,Tamil Nadu,2024-04-06,False
5431,Miraya Datta,Muzaffarnagar,Punjab,2021-11-21,True
5432,Samarth Sachdev,Ongole,Karnataka,2023-03-05,True
5433,Ayesha Savant,Sambalpur,Gujarat,2023-10-04,False
5434,Jivika Srivastava,Ahmedabad,Kerala,2022-09-04,False
5435,Kanav Arora,Berhampur,Maharashtra,2022-03-02,False
5436,Alisha Khurana,Rajpur Sonarpur,Gujarat,2024-03-31,False
5437,Neysa Kibe,Raipur,Karnataka,2024-10-02,True
5438,Biju Bhatia,Muzaffarpur,Andhra Pradesh,2023-03-25,False
5439,Abram Sidhu,Solapur,Telangana,2021-08-15,True
5440,Elakshi Bhat,Secunderabad,Tamil Nadu,2024-12-04,False
5441,Bhavin Bhatti,Satara,Kerala,2022-03-15,True
5442,Miraya Rajagopal,Siwan,Punjab,2022-07-26,False
5443,Siya Bhattacharyya,Rampur,Karnataka,2023-04-26,True
5444,Nitya Dutta,Dharmavaram,Andhra Pradesh,2021-07-04,False
5445,Jayan Gara,Anantapuram,Maharashtra,2024-03-13,True
5446,Damini Mannan,Raipur,Telangana,2022-04-26,True
5447,Darshit Bal,Tumkur,Rajasthan,2022-08-23,False
5448,Yuvaan Dixit,Bihar Sharif,Punjab,2022-04-23,False
5449,Hazel Baria,Kalyan-Dombivli,Delhi,2025-02-06,True
5450,Kiaan Ghosh,Ongole,Telangana,2024-04-16,False
5451,Ryan Ram,Miryalaguda,Karnataka,2023-04-02,False
5452,Vivaan Khatri,Bhavnagar,Kerala,2023-05-17,False
5453,Aradhya Warrior,Orai,Punjab,2021-07-05,True
5454,Anay Mand,Nizamabad,Punjab,2024-07-30,True
5455,Lakshay Loke,Salem,Punjab,2022-01-10,False
5456,Yuvraj  Sridhar,Rajpur Sonarpur,Gujarat,2024-08-18,False
5457,Alisha Kota,Ghaziabad,Gujarat,2021-06-06,True
5458,Samaira Rattan,Nandyal,Telangana,2022-05-16,False
5459,Zaina Wason,Erode,Kerala,2025-01-11,True
5460,Aarna Ranganathan,Shahjahanpur,Karnataka,2022-11-30,False
5461,Aarav Seshadri,Gwalior,Punjab,2023-04-10,True
5462,Elakshi Jain,Barasat,Telangana,2024-05-21,False
5463,Heer Choudhury,Nadiad,Karnataka,2023-10-17,True
5464,Samar Apte,Gaya,Delhi,2022-02-11,True
5465,Vedika Ghose,Hosur,Delhi,2024-12-22,True
5466,Piya Choudhary,Arrah,Telangana,2021-10-18,True
5467,Prisha Seshadri,Gopalpur,Gujarat,2024-11-03,False
5468,Nitya Kata,South Dumdum,Kerala,2021-07-04,False
5469,Hunar Khosla,Jalna,Andhra Pradesh,2022-05-23,False
5470,Biju Bali,Patiala,Punjab,2024-05-12,True
5471,Amani Bora,Shahjahanpur,Kerala,2024-10-23,False
5472,Anya Gill,Bhavnagar,Tamil Nadu,2022-09-30,False
5473,Seher Saini,Bareilly,Punjab,2022-03-11,False
5474,Pihu Cherian,Karimnagar,Andhra Pradesh,2022-07-04,False
5475,Tushar Raman,Maheshtala,Kerala,2021-03-24,False
5476,Vardaniya Sami,Hindupur,Andhra Pradesh,2023-06-07,False
5477,Amani Deep,Thiruvananthapuram,Punjab,2024-06-08,True
5478,Taran Sharaf,Mumbai,Andhra Pradesh,2023-09-14,True
5479,Riya Bahri,Ozhukarai,Rajasthan,2024-07-22,False
5480,Pranay Devan,Korba,Gujarat,2022-04-27,False
5481,Lakshay Hari,Nagaon,Telangana,2021-07-07,True
5482,Dhanuk Ramakrishnan,Gulbarga,Telangana,2023-02-14,False
5483,Dharmajan Saini,Ajmer,Tamil Nadu,2024-01-05,False
5484,Uthkarsh Samra,Vijayawada,Maharashtra,2021-08-13,True
5485,Dhanuk Bhat,Indore,Karnataka,2023-12-15,True
5486,Rati Suresh,Phusro,Gujarat,2025-02-20,False
5487,Nitya Ray,Hosur,Karnataka,2024-01-03,False
5488,Armaan Ramachandran,Amritsar,Kerala,2022-01-11,False
5489,Stuvan Sahni,Loni,Rajasthan,2024-06-30,False
5490,Sana Doctor,Etawah,Karnataka,2025-02-02,False
5491,Jayant Iyer,Aligarh,Gujarat,2025-04-09,True
5492,Vaibhav Sastry,Kalyan-Dombivli,Telangana,2025-02-07,False
5493,Ivan Bhatti,Mangalore,Gujarat,2023-01-24,False
5494,Kanav Chana,Bangalore,Tamil Nadu,2024-02-18,False
5495,Divyansh Hari,Jalna,Karnataka,2024-10-11,False
5496,Manjari Randhawa,Farrukhabad,Andhra Pradesh,2021-12-25,True
5497,Tarini Sachdeva,Bhilai,Rajasthan,2024-03-31,True
5498,Navya Dalal,Agartala,Gujarat,2021-10-15,True
5499,Jayesh Bhalla,Malegaon,Andhra Pradesh,2022-12-06,True
5500,Shaan Brahmbhatt,Sonipat,Kerala,2023-05-26,True
5501,Stuvan Bath,Silchar,Punjab,2023-12-20,True
5502,Samaira Sane,Kakinada,Karnataka,2023-06-17,False
5503,Prerak Chakraborty,Tadipatri,Punjab,2024-01-29,True
5504,Divit Banerjee,Akola,Maharashtra,2024-04-18,False
5505,Hrishita Sekhon,Belgaum,Karnataka,2021-11-30,False
5506,Samiha Gaba,Ahmedabad,Telangana,2021-12-02,False
5507,Jiya Edwin,Sambhal,Gujarat,2022-09-21,True
5508,Miraan Kurian,Dehradun,Karnataka,2024-04-07,True
5509,Seher Gupta,Dhule,Andhra Pradesh,2023-03-31,False
5510,Chirag Chand,Thane,Telangana,2021-06-30,False
5511,Diya Subramanian,Bally,Karnataka,2023-01-12,False
5512,Urvi Lall,Delhi,Maharashtra,2022-08-30,False
5513,Parinaaz Dara,Vasai-Virar,Maharashtra,2023-07-29,True
5514,Bhamini Taneja,Thrissur,Tamil Nadu,2022-03-19,False
5515,Diya Brar,Singrauli,Delhi,2024-09-02,True
5516,Vivaan Doctor,Thrissur,Kerala,2024-01-30,False
5517,Anika Sridhar,Baranagar,Tamil Nadu,2023-03-03,False
5518,Piya Sengupta,Guna,Andhra Pradesh,2024-01-12,True
5519,Urvi Shroff,Etawah,Rajasthan,2021-05-08,True
5520,Indranil Batra,Narasaraopet,Rajasthan,2021-10-22,False
5521,Kaira Sridhar,Jamshedpur,Karnataka,2021-06-28,True
5522,Akarsh Zachariah,Bareilly,Telangana,2023-06-07,True
5523,Ehsaan Srivastava,Kirari Suleman Nagar,Maharashtra,2021-11-12,True
5524,Parinaaz Sekhon,Bhilwara,Telangana,2025-03-24,True
5525,Romil Sharaf,Jorhat,Karnataka,2024-09-11,True
5526,Ishaan Dara,Bihar Sharif,Andhra Pradesh,2025-04-15,True
5527,Kanav Ramanathan,Danapur,Kerala,2023-03-11,False
5528,Vivaan Golla,Udupi,Telangana,2022-01-23,True
5529,Aarush Kaur,Guwahati,Kerala,2022-05-16,False
5530,Prerak Chowdhury,Mysore,Maharashtra,2025-01-28,False
5531,Stuvan Goel,Bhalswa Jahangir Pur,Karnataka,2023-01-09,False
5532,Faiyaz Chanda,Anand,Kerala,2021-11-29,False
5533,Ritvik Chander,Secunderabad,Kerala,2023-04-02,True
5534,Stuvan Madan,Kochi,Tamil Nadu,2023-11-08,True
5535,Kavya Kalita,North Dumdum,Maharashtra,2023-02-04,False
5536,Ahana  Goyal,Siliguri,Rajasthan,2023-11-25,True
5537,Vihaan Baral,Udaipur,Karnataka,2021-09-17,True
5538,Lakshay Sane,Singrauli,Andhra Pradesh,2022-11-11,False
5539,Taimur Mangal,Dehri,Kerala,2024-04-15,False
5540,Rania Thaker,Panipat,Telangana,2024-01-27,True
5541,Zain Bakshi,Bhubaneswar,Tamil Nadu,2023-06-26,False
5542,Kiaan Saha,Anand,Tamil Nadu,2022-10-22,True
5543,Rasha Choudhury,Salem,Punjab,2024-10-02,True
5544,Kiaan Date,Sambhal,Tamil Nadu,2022-04-10,False
5545,Trisha Srinivas,Malegaon,Telangana,2024-02-29,True
5546,Elakshi Chana,Tezpur,Kerala,2023-03-02,False
5547,Kiara Garg,Belgaum,Rajasthan,2024-02-26,True
5548,Amani Dhingra,Lucknow,Delhi,2024-10-25,False
5549,Pranay Yohannan,Pimpri-Chinchwad,Tamil Nadu,2021-07-14,False
5550,Saksham Sathe,Serampore,Karnataka,2024-05-13,True
5551,Inaaya  Hayre,Ranchi,Tamil Nadu,2022-08-19,False
5552,Madhup Sant,Coimbatore,Telangana,2021-05-07,False
5553,Shlok Kurian,Mahbubnagar,Kerala,2022-05-18,False
5554,Kiaan Sama,Thane,Tamil Nadu,2022-03-03,True
5555,Elakshi Sama,Thoothukudi,Tamil Nadu,2021-06-08,True
5556,Mamooty Master,Hubli–Dharwad,Andhra Pradesh,2023-06-13,False
5557,Yashvi Basak,Kolkata,Telangana,2022-09-07,False
5558,Riaan Zacharia,Khora ,Gujarat,2025-02-07,True
5559,Taran Ranganathan,Nangloi Jat,Karnataka,2023-05-22,False
5560,Dhruv Basu,Nangloi Jat,Andhra Pradesh,2025-03-30,True
5561,Jhanvi Suri,Rourkela,Telangana,2024-09-04,False
5562,Aaryahi Mani,Nangloi Jat,Tamil Nadu,2023-02-14,False
5563,Arnav Acharya,Adoni,Telangana,2023-03-26,False
5564,Himmat Korpal,Noida,Telangana,2021-07-25,True
5565,Anahita Sehgal,Vijayawada,Gujarat,2022-12-22,True
5566,Shayak Chand,Howrah,Punjab,2023-06-21,False
5567,Keya Dhingra,Jaunpur,Punjab,2022-09-28,False
5568,Pranay Deshmukh,Naihati,Gujarat,2024-03-29,True
5569,Zaina Kala,Shimla,Maharashtra,2022-09-02,True
5570,Gatik Sathe,Amravati,Andhra Pradesh,2022-06-24,True
5571,Armaan Vyas,Gandhidham,Karnataka,2022-04-26,False
5572,Jiya Acharya,Yamunanagar,Tamil Nadu,2024-02-07,False
5573,Farhan Barman,Buxar,Tamil Nadu,2023-09-01,False
5574,Ivana Bhardwaj,Jamalpur,Maharashtra,2025-03-17,False
5575,Kimaya Lall,Morbi,Karnataka,2023-02-08,False
5576,Hansh Deshmukh,Lucknow,Gujarat,2022-10-04,False
5577,Zaina Bhat,Jehanabad,Karnataka,2023-05-01,True
5578,Rati Jhaveri,Guntur,Karnataka,2023-06-06,False
5579,Taimur Sodhi,Suryapet,Karnataka,2024-04-02,True
5580,Dhruv Varkey,Buxar,Gujarat,2023-02-21,True
5581,Vidur Dayal,Mirzapur,Punjab,2022-07-28,True
5582,Jayan Subramaniam,Nadiad,Gujarat,2024-08-28,False
5583,Anay Bhalla,Sirsa,Gujarat,2022-06-08,False
5584,Azad Karan,Bhatpara,Delhi,2023-08-06,True
5585,Krish Aurora,Dehradun,Rajasthan,2021-08-12,True
5586,Neysa Sheth,Mirzapur,Gujarat,2024-05-12,False
5587,Kabir Sarraf,Jalandhar,Telangana,2021-10-28,True
5588,Aarav Bandi,Malegaon,Rajasthan,2025-03-17,False
5589,Divij Rana,Bhagalpur,Rajasthan,2022-10-17,True
5590,Zaina Tandon,Tenali,Punjab,2024-01-31,False
5591,Shayak Dora,Mango,Delhi,2022-02-21,False
5592,Ahana  Malhotra,Mehsana,Maharashtra,2024-01-27,True
5593,Tushar Mallick,Rajpur Sonarpur,Maharashtra,2023-06-13,True
5594,Ranbir Barad,Gopalpur,Telangana,2021-10-19,True
5595,Kiara Sunder,Vasai-Virar,Gujarat,2024-02-26,True
5596,Vidur Boase,Kakinada,Tamil Nadu,2022-12-29,True
5597,Himmat Warrior,Anand,Maharashtra,2022-04-22,False
5598,Hunar Dube,Gandhinagar,Telangana,2023-12-06,True
5599,Aaina Kumer,Udaipur,Tamil Nadu,2022-10-20,False
5600,Vaibhav Thaker,Mango,Tamil Nadu,2021-04-25,False
5601,Madhav Gupta,Tumkur,Gujarat,2024-05-30,False
5602,Priyansh Iyengar,Sonipat,Andhra Pradesh,2022-10-26,True
5603,Diya Bajaj,Anantapur,Rajasthan,2023-10-01,True
5604,Veer Bhardwaj,Nashik,Punjab,2021-08-20,True
5605,Aarush Sachar,Darbhanga,Delhi,2021-04-16,True
5606,Raghav Sahni,Karawal Nagar,Tamil Nadu,2022-09-24,False
5607,Mamooty Khalsa,Aurangabad,Telangana,2022-09-20,False
5608,Oorja Batta,Singrauli,Delhi,2023-05-09,True
5609,Armaan Issac,Kumbakonam,Punjab,2022-02-03,False
5610,Manjari Sarna,Malegaon,Andhra Pradesh,2021-06-27,False
5611,Vanya Lall,Dehradun,Punjab,2021-04-21,True
5612,Mannat Kamdar,Bellary,Telangana,2024-08-04,True
5613,Jiya Yogi,Raichur,Gujarat,2022-12-19,True
5614,Aayush Sankar,Udaipur,Rajasthan,2024-02-11,True
5615,Parinaaz Kalla,Srikakulam,Maharashtra,2022-08-14,True
5616,Kashvi Yadav,Durgapur,Telangana,2023-08-21,False
5617,Uthkarsh Salvi,Kurnool,Andhra Pradesh,2024-03-04,True
5618,Zoya Ramesh,Chinsurah,Rajasthan,2024-04-19,True
5619,Alia Sehgal,Dharmavaram,Andhra Pradesh,2025-02-07,True
5620,Hansh Sen,Jabalpur,Delhi,2025-01-24,True
5621,Manjari Sridhar,Kochi,Delhi,2022-08-25,False
5622,Prerak Yogi,Vellore,Andhra Pradesh,2024-04-30,True
5623,Vanya Taneja,Sikar,Rajasthan,2021-04-17,True
5624,Lavanya Singh,Bongaigaon,Tamil Nadu,2023-09-26,True
5625,Rohan Dubey,Deoghar,Telangana,2021-09-02,True
5626,Dharmajan Deep,Haridwar,Kerala,2024-01-04,False
5627,Adira Bhakta,Durg,Andhra Pradesh,2021-08-07,False
5628,Kismat Barman,Guwahati,Karnataka,2022-11-30,False
5629,Yuvaan Comar,Vijayawada,Rajasthan,2022-10-13,False
5630,Ivan Goyal,Warangal,Karnataka,2023-07-14,True
5631,Manikya Ratta,Baranagar,Gujarat,2024-07-23,True
5632,Pihu Sethi,Gopalpur,Maharashtra,2023-04-13,True
5633,Faiyaz Gopal,Amritsar,Delhi,2022-01-10,True
5634,Armaan Kannan,Arrah,Andhra Pradesh,2021-05-12,True
5635,Zeeshan Dugar,Thiruvananthapuram,Karnataka,2023-01-29,False
5636,Jivin Kari,Yamunanagar,Karnataka,2023-04-03,False
5637,Baiju Rajagopal,Phusro,Rajasthan,2023-04-26,False
5638,Misha Kala,Varanasi,Gujarat,2025-04-25,False
5639,Devansh Ravel,Dehri,Maharashtra,2023-03-29,False
5640,Bhamini Seth,Amaravati,Tamil Nadu,2024-10-05,True
5641,Mohanlal Tata,Munger,Tamil Nadu,2024-01-29,True
5642,Sara Dey,Bathinda,Kerala,2021-04-09,False
5643,Shlok Jhaveri,Bijapur,Punjab,2023-07-09,False
5644,Anahi Bal,Adoni,Andhra Pradesh,2024-04-03,False
5645,Pihu Chand,Tinsukia,Punjab,2022-05-27,False
5646,Umang Rajan,Pali,Telangana,2022-03-22,True
5647,Kiaan Sarraf,Aurangabad,Punjab,2021-11-23,False
5648,Fateh Balakrishnan,Gulbarga,Gujarat,2023-10-27,False
5649,Nayantara Master,Kanpur,Rajasthan,2022-07-20,False
5650,Indranil Kannan,Orai,Andhra Pradesh,2021-03-26,True
5651,Fateh Rajan,Shahjahanpur,Punjab,2021-07-20,False
5652,Samar Chana,Mathura,Kerala,2024-06-19,True
5653,Prisha Hari,Bangalore,Maharashtra,2021-10-22,False
5654,Zain Bains,Pimpri-Chinchwad,Andhra Pradesh,2025-04-12,True
5655,Zaina Bail,Nangloi Jat,Telangana,2021-10-01,False
5656,Diya Karpe,Aizawl,Kerala,2021-10-17,True
5657,Faiyaz Dhingra,Haldia,Gujarat,2021-07-14,False
5658,Parinaaz Kapadia,Nellore,Tamil Nadu,2021-09-12,False
5659,Jayant Borra,Patiala,Andhra Pradesh,2024-01-14,True
5660,Rania Sharaf,Tirupati,Karnataka,2025-04-19,True
5661,Saksham Ramakrishnan,Raichur,Andhra Pradesh,2025-01-26,False
5662,Heer Garde,Jalandhar,Delhi,2023-03-27,False
5663,Kashvi Lanka,Kollam,Andhra Pradesh,2022-06-01,False
5664,Hrishita Sami,Anand,Punjab,2022-04-15,False
5665,Bhavin Dubey,Ramgarh,Kerala,2024-09-25,True
5666,Hiran Viswanathan,Ramagundam,Tamil Nadu,2023-08-16,False
5667,Shayak Gala,Haridwar,Delhi,2025-03-21,False
5668,Advika Krishna,Panihati,Rajasthan,2024-10-12,True
5669,Divit Sundaram,Adoni,Rajasthan,2024-04-26,True
5670,Aradhya Bhalla,Nashik,Delhi,2023-03-10,True
5671,Seher Char,Shimla,Delhi,2022-09-15,True
5672,Tiya Borra,Satna,Telangana,2022-10-18,True
5673,Aarna Rau,Bhagalpur,Tamil Nadu,2022-10-15,True
5674,Emir Chaudhry,Rewa,Kerala,2023-06-05,False
5675,Vidur Chaudhry,Nizamabad,Tamil Nadu,2022-01-28,True
5676,Zeeshan Golla,Buxar,Karnataka,2023-03-01,False
5677,Anaya Korpal,Uluberia,Kerala,2023-07-21,True
5678,Shray Singhal,Arrah,Karnataka,2023-12-27,False
5679,Aarna Lanka,Siliguri,Andhra Pradesh,2023-12-10,True
5680,Veer Goyal,Guntakal,Tamil Nadu,2023-06-12,True
5681,Nitya Sinha,Hajipur,Tamil Nadu,2022-12-05,True
5682,Aaina Choudhury,Moradabad,Andhra Pradesh,2021-08-24,False
5683,Ivan Bail,Pudukkottai,Kerala,2024-11-24,False
5684,Diya Suresh,Kollam,Maharashtra,2022-12-11,False
5685,Anahita Bhatia,Bhiwandi,Kerala,2024-06-05,False
5686,Rohan Bhardwaj,Shahjahanpur,Rajasthan,2025-03-24,False
5687,Zeeshan Chhabra,Khora ,Maharashtra,2024-02-18,True
5688,Vivaan Bhardwaj,Dehri,Rajasthan,2024-11-02,True
5689,Indrajit Chana,Dewas,Maharashtra,2022-01-09,False
5690,Jayant Gala,Tinsukia,Tamil Nadu,2023-07-13,False
5691,Uthkarsh Taneja,Burhanpur,Tamil Nadu,2023-05-03,False
5692,Indrajit Jaggi,Serampore,Karnataka,2024-12-01,False
5693,Yakshit Kannan,Muzaffarpur,Maharashtra,2023-01-06,False
5694,Veer Khurana,Ramagundam,Maharashtra,2024-10-11,True
5695,Indrajit Magar,Bellary,Delhi,2021-08-16,True
5696,Divit Toor,Aurangabad,Kerala,2025-01-31,True
5697,Hiran Reddy,Tiruvottiyur,Punjab,2025-02-07,True
5698,Lavanya Sant,Lucknow,Karnataka,2024-08-19,False
5699,Umang Wali,Lucknow,Gujarat,2021-04-28,True
5700,Arnav Batra,Aizawl,Maharashtra,2025-04-02,True
5701,Shalv Gade,Dewas,Punjab,2025-01-01,True
5702,Piya Som,Pudukkottai,Karnataka,2022-10-22,False
5703,Aniruddh Uppal,Gopalpur,Andhra Pradesh,2024-11-06,False
5704,Zaina Lata,Bhatpara,Tamil Nadu,2023-07-23,True
5705,Shamik Din,Karimnagar,Karnataka,2022-04-09,False
5706,Yuvaan Chana,Tiruchirappalli,Telangana,2022-01-10,False
5707,Myra Dara,Erode,Karnataka,2022-12-20,True
5708,Divij Aurora,Bilaspur,Gujarat,2023-04-04,True
5709,Tejas Sur,Baranagar,Delhi,2021-11-03,True
5710,Samar Dora,Sagar,Tamil Nadu,2023-07-03,True
5711,Dhanuk Mani,Farrukhabad,Maharashtra,2021-05-18,False
5712,Yuvraj  Bajaj,Patna,Tamil Nadu,2021-08-05,False
5713,Badal Sridhar,Rewa,Karnataka,2023-12-06,True
5714,Tushar Sur,Jalandhar,Tamil Nadu,2024-07-27,False
5715,Jhanvi Soni,Dharmavaram,Karnataka,2021-04-16,True
5716,Gatik Mangal,Jamalpur,Maharashtra,2022-11-15,False
5717,Lakshit Mandal,Raebareli,Tamil Nadu,2024-01-25,True
5718,Armaan Edwin,Panihati,Punjab,2023-04-28,False
5719,Navya Shanker,Agra,Punjab,2023-07-07,False
5720,Jayan Bala,Nagercoil,Tamil Nadu,2024-07-28,True
5721,Manikya Bumb,Tadepalligudem,Punjab,2022-02-27,True
5722,Neysa Lal,Akola,Kerala,2022-10-12,False
5723,Prerak Dasgupta,Loni,Punjab,2023-01-18,False
5724,Kartik Deep,Suryapet,Tamil Nadu,2023-04-20,True
5725,Pari Sastry,Jamnagar,Tamil Nadu,2021-08-28,True
5726,Nirvi Kota,Bally,Gujarat,2024-08-31,False
5727,Mohanlal Das,Karaikudi,Gujarat,2022-09-05,True
5728,Lagan Chopra,Ghaziabad,Gujarat,2025-02-05,True
5729,Fateh Kumer,Tiruvottiyur,Karnataka,2022-04-13,False
5730,Rasha Bail,Khandwa,Punjab,2024-12-12,True
5731,Ira Kalita,Guwahati,Karnataka,2024-12-01,False
5732,Aarav Dhingra,Burhanpur,Punjab,2024-05-15,False
5733,Eva Mammen,Ulhasnagar,Karnataka,2021-08-06,True
5734,Parinaaz Dey,Adoni,Punjab,2023-11-15,True
5735,Manjari Sarna,Nagpur,Rajasthan,2022-03-13,True
5736,Raghav Jaggi,Karaikudi,Rajasthan,2022-05-11,True
5737,Dhanush Chand,Phagwara,Maharashtra,2022-09-22,True
5738,Krish Tak,Bathinda,Tamil Nadu,2023-06-29,True
5739,Nehmat Comar,Bhilai,Punjab,2023-05-21,True
5740,Yuvaan Srinivas,Mirzapur,Karnataka,2022-05-13,True
5741,Kabir Shah,Pune,Rajasthan,2025-02-12,True
5742,Gokul Kohli,Bhusawal,Maharashtra,2022-08-29,True
5743,Kaira Batra,Katihar,Maharashtra,2022-11-16,False
5744,Jayant Aggarwal,Kirari Suleman Nagar,Maharashtra,2023-02-23,False
5745,Hrishita Ganguly,Narasaraopet,Rajasthan,2022-04-20,False
5746,Raghav Sehgal,Kozhikode,Karnataka,2021-11-22,False
5747,Badal Mandal,Kolkata,Gujarat,2025-03-17,False
5748,Mishti Borde,Aligarh,Kerala,2023-02-01,False
5749,Reyansh Kashyap,Chittoor,Punjab,2025-04-03,True
5750,Raunak Comar,Jalna,Maharashtra,2023-04-18,False
5751,Arnav Kata,Anand,Andhra Pradesh,2022-06-15,False
5752,Nayantara Master,Sirsa,Punjab,2022-08-05,False
5753,Jivika Mani,Bhimavaram,Maharashtra,2021-07-13,False
5754,Samaira Zachariah,Bongaigaon,Punjab,2022-01-09,True
5755,Sara Sabharwal,Jammu,Delhi,2021-04-22,False
5756,Lavanya De,Ghaziabad,Rajasthan,2024-08-09,True
5757,Vanya Gokhale,Hapur,Tamil Nadu,2022-04-30,True
5758,Ivan Jhaveri,Warangal,Punjab,2021-11-12,True
5759,Indrans Gokhale,Mira-Bhayandar,Maharashtra,2021-06-11,True
5760,Lagan Devan,Bokaro,Andhra Pradesh,2022-06-17,True
5761,Hiran Soman,Bihar Sharif,Maharashtra,2023-08-04,True
5762,Ritvik Wali,Bellary,Telangana,2024-05-08,True
5763,Parinaaz Sanghvi,Eluru,Karnataka,2022-02-07,False
5764,Samarth Grover,Aurangabad,Delhi,2023-08-21,True
5765,Bhamini Choudhry,Delhi,Punjab,2025-01-12,False
5766,Sumer Sami,Ongole,Tamil Nadu,2023-12-30,True
5767,Kismat Walia,Berhampur,Karnataka,2024-09-21,True
5768,Mannat Kapoor,Udupi,Kerala,2022-11-24,False
5769,Madhup Ghosh,Dharmavaram,Andhra Pradesh,2023-06-25,False
5770,Trisha Dhingra,Medininagar,Tamil Nadu,2024-04-05,True
5771,Taimur Bhatia,Nizamabad,Kerala,2023-08-28,True
5772,Ishita Lall,Alappuzha,Gujarat,2021-10-03,False
5773,Indranil Sanghvi,Secunderabad,Gujarat,2021-08-26,False
5774,Keya Sama,Panchkula,Punjab,2024-07-18,True
5775,Mahika Kamdar,Vijayawada,Andhra Pradesh,2024-04-01,True
5776,Shaan Mangal,Bhind,Rajasthan,2023-06-11,True
5777,Zain Chawla,Bhilai,Andhra Pradesh,2023-11-03,False
5778,Nirvi Verma,Bihar Sharif,Tamil Nadu,2022-05-16,True
5779,Hrishita Chaudhuri,Dhule,Punjab,2024-08-13,False
5780,Divyansh Setty,Akola,Karnataka,2023-12-20,True
5781,Arnav Hans,Muzaffarnagar,Maharashtra,2024-10-20,True
5782,Parinaaz Gade,Chandigarh,Kerala,2023-02-07,True
5783,Misha Karan,Suryapet,Delhi,2021-03-30,False
5784,Oorja Atwal,Gorakhpur,Telangana,2023-09-21,False
5785,Dhanush Vaidya,Parbhani,Punjab,2022-06-30,True
5786,Rati Deol,Gulbarga,Maharashtra,2023-01-15,False
5787,Kiaan Kapadia,Howrah,Kerala,2024-04-13,True
5788,Nirvaan Kalla,Jabalpur,Tamil Nadu,2022-09-24,False
5789,Drishya Venkataraman,Kozhikode,Karnataka,2023-10-03,True
5790,Indranil Tailor,Kadapa,Rajasthan,2021-04-13,True
5791,Neysa Jani,Singrauli,Telangana,2023-09-29,True
5792,Ehsaan Sarkar,Dehradun,Telangana,2021-06-08,False
5793,Hazel Kade,Hazaribagh,Rajasthan,2022-06-14,True
5794,Sara Brar,Karawal Nagar,Delhi,2021-11-20,True
5795,Zeeshan Saraf,Mysore,Andhra Pradesh,2021-04-16,False
5796,Miraan Dada,Jabalpur,Punjab,2022-04-20,False
5797,Tanya Dugal,Bhatpara,Tamil Nadu,2021-08-17,True
5798,Arnav Chakrabarti,Nandyal,Telangana,2021-07-04,False
5799,Anya Chand,Khammam,Tamil Nadu,2024-04-16,True
5800,Kaira Soman,Hubli–Dharwad,Telangana,2023-01-12,True
5801,Riaan Dutta,Gorakhpur,Maharashtra,2022-12-18,False
5802,Adah Devi,Chapra,Gujarat,2024-07-11,True
5803,Advika Hans,Gurgaon,Andhra Pradesh,2023-10-20,True
5804,Oorja Seth,Dhule,Rajasthan,2022-09-01,False
5805,Dharmajan Lall,Bally,Punjab,2023-02-24,True
5806,Mohanlal Deep,Tezpur,Punjab,2024-03-23,False
5807,Stuvan Sane,Tadipatri,Kerala,2023-11-10,True
5808,Elakshi Chandra,Rourkela,Maharashtra,2022-01-22,False
5809,Gatik Upadhyay,Bellary,Kerala,2022-08-13,False
5810,Ojas Sehgal,Navi Mumbai,Andhra Pradesh,2024-10-12,True
5811,Vivaan Master,Khora ,Kerala,2024-03-10,True
5812,Myra Raman,Silchar,Kerala,2022-01-19,False
5813,Shaan Badami,Danapur,Kerala,2021-07-11,True
5814,Sana Rajagopalan,Kanpur,Andhra Pradesh,2022-05-31,True
5815,Fateh Basu,Motihari,Tamil Nadu,2024-07-31,False
5816,Zain Wali,Surat,Punjab,2021-12-15,False
5817,Jiya Sur,Narasaraopet,Kerala,2021-06-04,True
5818,Riya Ram,Ongole,Kerala,2024-11-16,True
5819,Tiya Sarraf,Tenali,Andhra Pradesh,2025-04-20,True
5820,Shanaya Ravel,Siwan,Tamil Nadu,2024-06-08,True
5821,Arhaan Dar,Howrah,Punjab,2021-11-27,False
5822,Mehul Sahota,Ulhasnagar,Maharashtra,2021-05-26,True
5823,Rania Tara,Kanpur,Maharashtra,2023-05-23,True
5824,Mamooty Swamy,Rewa,Rajasthan,2021-08-13,False
5825,Shamik Goyal,Kurnool,Maharashtra,2023-01-12,False
5826,Akarsh Doctor,Bharatpur,Delhi,2021-11-05,False
5827,Tushar Butala,Bijapur,Delhi,2024-08-24,False
5828,Sara Srinivasan,Berhampore,Rajasthan,2023-02-18,True
5829,Shaan Biswas,Mira-Bhayandar,Rajasthan,2022-11-09,True
5830,Inaaya  Sankaran,Begusarai,Rajasthan,2022-08-10,False
